	TCGA-A6-2682-01A	TCGA-A6-2683-01A	TCGA-A6-2685-01A	TCGA-A6-2686-01A	TCGA-A6-5662-01A	TCGA-A6-5667-11A	TCGA-AA-3489-11A	TCGA-AA-3496-11A	TCGA-AA-3511-11A	TCGA-AA-3514-11A
PHC2	1923	1553	3845	5180	4333	3913	4034	3537	3926	3696
PHC3	169	361	563	2010	1955	1566	1165	938	1964	1346
PHEX	3	0	21	52	15	8	35	62	17	13
PHF1	291	470	797	2102	2935	1833	1699	1290	1660	1091
PHF10	398	214	884	2513	5408	2307	2731	2143	2779	1636
PHF11	280	120	632	1381	2127	827	1571	743	872	1248
PHF12	355	985	815	1759	1932	2280	1307	1235	2411	1693
PHF13	230	150	467	742	808	544	700	689	576	855
PHF14	474	294	601	1687	2562	1255	1053	840	1593	1495
PHF19	608	2326	1394	2669	2415	1172	1155	1120	1618	1208
PHF2	421	1076	894	1169	3703	3107	1961	1861	3472	1991
PHF20	467	425	854	1616	3919	1508	1602	1352	1974	1261
PHF20L1	285	153	497	1173	3050	1280	1230	821	1543	1329
PHF21A	198	248	491	1160	1166	1197	1252	1219	1504	885
PHF23	723	369	675	2346	2204	1417	1773	1298	1625	2822
PHF3	357	209	774	2832	4560	3404	1955	2173	4328	4112
PHF5A	535	379	739	2198	1016	892	2145	787	1068	1315
PHF6	252	178	474	1887	1759	933	901	656	1990	1262
PHF7	50	22	90	112	119	491	194	163	465	320
PHF8	445	2326	1055	1923	2731	2045	815	988	2557	1623
PHGDH	279	1367	215	1324	424	506	871	1876	868	875
PHGR1	3182	1613	2519	8087	8320	22958	5796	7395	16822	39328
PHIP	162	73	342	1147	2317	1546	1276	1316	2141	1592
PHKA1	326	582	497	778	457	455	349	263	493	304
PHKA2	382	1337	883	1187	1209	1827	521	574	1433	1194
PHKB	618	1213	1669	3092	4704	4686	4277	3184	5079	5380
PHKG1	7	30	61	139	39	47	587	128	26	22
PHKG2	307	881	1228	1822	886	1496	913	546	1095	1221
PHLDA1	3215	2401	3681	1765	3236	2861	692	529	988	532
PHLDA2	916	872	2484	1704	2478	1518	445	249	537	597
PHLDA3	504	94	1444	1340	1826	451	2211	2069	630	435
PHLDB1	558	683	2073	1617	3100	4813	1941	2014	4008	2527
PHLDB2	110	7	491	415	381	637	2400	1490	580	389
PHLDB3	159	170	248	886	1235	564	154	143	334	215
PHLPP1	228	645	465	1044	948	1971	585	825	2058	1585
PHLPP2	114	297	430	568	485	5399	675	1868	4009	8975
PHOSPHO1	9	4	30	25	35	46	17	15	58	27
PHOSPHO2	49	3	47	79	296	132	192	75	171	140
PHPT1	2252	2094	2164	4407	1683	3821	3169	1884	3092	2236
PHRF1	497	1372	1422	1897	3352	3278	1026	1216	3059	2895
PHTF1	156	33	135	379	370	321	395	269	443	421
PHTF2	198	32	314	1421	749	645	866	514	788	649
PHYH	537	287	743	2193	1435	3513	2222	2227	2080	3324
PHYHD1	17	15	127	82	56	146	329	340	171	52
PHYHIP	25	10	181	58	79	70	151	251	45	58
PHYKPL	303	1355	1101	1242	1767	4796	1566	1113	3059	3184
PI15	17	2	38	138	20	512	389	1781	593	109
PI3	336	439	574	598	10493	1215	10980	820	2006	1377
PI4K2A	171	414	742	1125	1899	996	895	739	1054	1168
PI4K2B	148	89	401	786	1273	885	1238	561	1159	1492
PI4KA	499	2222	1731	2485	2320	5316	2190	2559	5952	4920
PI4KAP1	74	185	186	170	44	139	47	65	248	74
PI4KAP2	39	98	128	357	116	384	100	68	235	47
PI4KB	599	2387	1582	3303	3685	3912	2765	2254	3597	3777
PIAS1	217	283	574	2393	2154	1638	1589	1390	2388	1813
PIAS2	78	97	211	1021	395	895	812	652	1009	706
PIAS3	198	200	384	1021	898	693	639	588	823	510
PIAS4	186	546	586	1366	1612	1263	724	620	1120	1265
PIBF1	164	48	183	411	2717	524	700	377	657	475
PICALM	1238	808	2646	6456	9695	5934	5143	4942	6232	10764
PICK1	359	881	762	1245	673	1764	723	563	1074	1228
PID1	280	225	259	187	206	3159	3493	2047	2663	3091
PIDD1	315	926	317	614	682	1175	317	278	779	605
PIEZO1	1340	10543	6226	5484	5802	5502	2420	3400	5946	3915
PIEZO2	17	8	92	105	93	277	204	304	201	46
PIF1	83	93	77	362	125	215	64	69	192	133
PIFO	10	0	51	10	33	43	291	254	26	16
PIGA	157	117	258	1094	513	451	453	247	460	599
PIGB	73	30	137	556	735	481	365	263	432	482
PIGBOS1	61	36	82	289	540	384	422	222	391	244
PIGC	465	428	720	1756	3176	1237	1919	948	1573	1159
PIGCP1	34	33	54	71	71	179	91	91	119	168
PIGF	126	98	239	902	670	546	725	357	569	676
PIGG	368	672	1001	1035	2332	2541	1168	1083	2202	2276
PIGH	169	90	300	1128	528	543	647	368	558	455
PIGK	310	167	392	1155	1000	1130	1730	1194	1414	1536
PIGL	216	156	261	1615	756	475	296	190	368	212
PIGM	152	187	232	517	1598	740	696	511	912	710
PIGN	176	143	415	723	844	1812	1553	1015	2236	1775
PIGO	562	1351	1210	1767	2422	3113	1322	1318	2642	3352
PIGP	149	70	234	401	767	543	800	449	547	464
PIGQ	416	2827	2123	955	2239	2150	1042	774	1706	2056
PIGR	48177	115514	59535	13081	142	579785	233198	173658	462188	763353
PIGS	737	2078	1335	3970	3075	5460	2964	2648	5494	5469
PIGT	3356	7408	5420	7270	16428	9932	6894	5669	10371	9758
PIGU	534	883	928	1188	4231	1466	1150	921	1624	1633
PIGV	160	209	374	559	570	987	732	579	809	1078
PIGW	95	24	126	378	594	423	376	223	399	453
PIGX	157	140	361	945	1085	822	951	673	995	1057
PIGZ	388	372	593	217	614	7336	1232	1676	5530	2389
PIH1D1	933	665	1193	4865	4396	2583	2414	1510	2535	2527
PIH1D2	6	3	10	52	79	20	58	25	21	24
PIK3AP1	98	142	766	2865	425	1341	1632	572	3430	2247
PIK3C2A	232	149	546	1946	3012	1834	1835	1559	2405	2250
PIK3C2B	691	2629	1415	1819	3325	6293	1810	1581	5994	6032
PIK3C3	169	75	379	1336	1182	1447	1335	1056	1733	1477
PIK3CA	119	74	314	1124	1179	820	981	783	994	1003
PIK3CB	382	300	691	2217	2187	2725	1919	1401	2926	3941
PIK3CD	88	80	440	843	323	857	704	573	2418	1031
PIK3CG	7	6	104	369	51	356	348	305	1417	563
PIK3IP1	809	535	1711	2823	2594	1354	1526	2119	2604	927
PIK3R1	286	687	1174	1873	1905	2984	3672	4368	3536	3651
PIK3R2	21	22	18	52	63	45	13	15	27	26
PIK3R3	291	225	282	342	331	454	557	590	564	758
PIK3R4	252	303	478	1327	1924	1281	848	933	1463	1441
PIK3R5	52	47	308	463	95	408	326	283	610	386
PIK3R6	16	17	77	152	34	139	67	62	155	136
PIKFYVE	138	115	292	798	1492	1360	863	735	1921	1149
PILRA	99	27	347	797	127	120	374	156	100	196
PILRB	49	181	89	247	90	199	34	22	112	58
PIM1	524	148	1165	3061	4192	2878	2356	919	1745	2654
PIM2	576	556	804	3891	826	2402	2499	987	2928	2629
PIM3	1230	1696	2667	4646	2619	5970	3880	1644	2748	3160
PIN1	822	1247	1293	2130	2263	1788	2407	1393	1732	1699
PIN4	393	218	479	542	976	627	665	519	658	669
PINK1	189	483	1200	992	1107	2977	1862	2024	2701	2705
PINK1-AS	34	70	84	558	266	329	157	94	294	351
PINLYP	9	4	50	41	36	37	171	79	62	31
PINX1	100	28	185	386	193	222	319	168	279	258
PIP4K2A	202	175	583	1440	812	1100	1304	1175	2449	1691
PIP4K2B	426	756	1151	2223	3729	2251	1871	2057	2453	1738
PIP4K2C	482	1000	1271	2844	6204	3499	1996	1863	3833	5010
PIP5K1A	388	371	733	2562	2849	2315	1790	1175	1893	1717
PIP5K1B	339	837	728	3021	2240	4799	2871	1950	3771	7146
PIP5K1C	391	1609	1741	1694	2283	3096	2611	3112	2573	2329
PIPOX	138	77	92	590	688	91	332	292	69	40
PIPSL	12	76	31	31	42	13	28	18	28	33
PIR	86	53	124	1267	246	239	573	336	238	591
PISD	457	717	882	2748	933	1408	1333	860	1445	1178
PITHD1	308	527	1060	3132	1545	1490	1834	1303	2430	1881
PITPNA	959	1107	1726	4306	6642	5261	4588	2845	6126	5392
PITPNA-AS1	17	31	27	278	207	87	138	80	119	36
PITPNB	801	846	1774	2784	2765	2025	3474	2296	2075	2456
PITPNC1	368	244	509	1336	670	515	668	422	1141	616
PITPNM1	880	3383	1982	2107	5150	5395	1799	1425	4492	5790
PITPNM2	169	1006	524	660	377	880	610	654	830	1180
PITPNM3	104	537	340	310	715	2605	856	1013	2158	1080
PITRM1	721	1112	1901	9553	4917	3196	2322	2144	3285	2659
PITRM1-AS1	0	8	19	81	22	30	15	11	31	21
PITX1	585	2088	1866	557	1876	837	487	188	963	537
PITX2	430	404	264	837	655	8	19	379	33	2342
PIWIL1	30	34	348	1225	25	146	3	1	8	5
PIWIL2	57	33	87	256	261	261	86	45	269	86
PIWIL4	194	348	270	401	592	485	151	135	331	190
PJA1	386	164	583	666	1838	547	1060	774	700	582
PJA2	652	201	1732	2627	3948	6596	8219	7942	7179	8249
PKD1	395	3039	2589	1641	1780	4462	1834	2520	3063	1600
PKD1L1	30	31	47	55	66	84	31	29	111	38
PKD1P5	10	353	2	24	37	33	92	13	24	7
PKD1P6	11	334	126	161	155	272	115	72	189	41
PKD2	127	62	517	1003	1077	760	1391	1397	760	502
PKDCC	226	1930	1253	14306	1476	2970	1250	1310	2401	1870
PKDREJ	4	4	18	16	9	155	14	17	49	38
PKI55	29	37	84	165	145	208	89	152	729	266
PKIA	54	33	75	78	502	143	604	329	307	94
PKIB	153	15	244	1523	528	4258	3771	3401	3428	8968
PKIG	412	288	1617	1422	3972	2245	7443	4193	1820	2261
PKM	22310	20772	36598	55221	59780	31685	30778	19528	36264	45202
PKMYT1	308	1467	1178	1407	710	416	357	158	654	947
PKN1	862	3868	2570	6257	8914	2482	2614	2878	3451	2200
PKN2	378	119	428	3868	1633	2722	2237	1710	3455	3393
PKN3	115	199	313	1004	417	436	241	250	372	259
PKNOX1	266	699	687	1518	1162	833	1012	668	1178	866
PKP1	27	733	114	34	253	46	13	14	100	18
PKP2	1060	2388	1373	5659	6129	10023	6903	4414	9016	19845
PKP3	2032	9811	5348	3962	8490	7281	3059	2071	6444	9727
PKP4	672	1434	1962	2684	4303	2932	2139	1417	3052	2651
PLA1A	49	46	126	552	208	66	529	83	138	392
PLA2G10	82	210	210	27	70	586	453	129	451	783
PLA2G12A	247	353	668	1872	1696	1906	1397	1223	1900	1558
PLA2G15	279	898	1158	991	1574	939	714	566	790	999
PLA2G16	398	320	1483	1873	3123	357	2372	878	252	1744
PLA2G2A	2065	74	4221	1479	72	10210	207931	9426	33141	59678
PLA2G2D	4	9	41	436	2	352	130	64	1381	123
PLA2G4A	23	6	112	1680	176	451	1199	874	511	485
PLA2G4C	61	57	479	532	722	157	499	629	248	116
PLA2G4D	7	3	3	5	117	20	24	4	32	15
PLA2G4E	20	9	12	13	25	9	13	7	6	8
PLA2G4F	237	523	490	619	2300	2200	954	636	1495	1892
PLA2G5	12	3	93	44	53	94	758	285	46	38
PLA2G6	111	486	323	657	409	876	205	257	582	503
PLA2G7	37	22	294	1278	288	399	348	207	330	660
PLA2R1	46	22	221	485	872	753	438	494	513	347
PLAA	371	352	607	2892	2459	1526	1310	1083	1638	2267
PLAC8	357	31	609	953	91	9405	18406	7348	8563	32748
PLAC9	25	24	164	71	49	319	694	554	415	241
PLAG1	11	4	93	730	542	82	52	66	114	55
PLAGL1	235	506	722	281	1316	1648	1043	849	1463	1526
PLAGL2	610	2115	1146	2238	7481	2471	923	877	2875	2476
PLAT	1031	552	2281	2199	2069	3145	3918	4608	4089	2484
PLAU	1438	276	1677	3324	1208	1627	853	353	656	670
PLAUR	2225	1827	2862	5356	2831	3341	3459	683	2187	4091
PLB1	65	36	78	185	162	643	126	124	482	86
PLBD1	1842	706	2927	6057	1939	4440	3350	2142	5313	3642
PLBD1-AS1	13	16	25	63	27	115	81	27	129	45
PLBD2	452	1142	1857	2971	2363	2742	1514	1852	2818	2164
PLCB1	291	56	185	870	523	237	823	1006	239	230
PLCB2	69	276	697	885	192	757	496	274	964	693
PLCB3	1142	2376	2596	6292	3696	6110	1945	1760	5241	6570
PLCB4	546	2562	1057	405	1832	2888	1246	1568	2660	2665
PLCD1	193	403	575	412	918	3809	1073	1426	3388	6079
PLCD3	976	1209	3073	2683	5247	18572	2799	4941	11251	10779
PLCD4	7	45	68	65	130	325	281	538	154	117
PLCE1	94	472	409	717	370	6197	1503	1849	4810	6453
PLCG1	782	2337	2349	2456	4689	2443	1118	1563	3056	1731
PLCG2	60	59	362	743	908	1372	456	828	5184	1493
PLCH1	115	98	113	443	232	483	351	301	656	1187
PLCH2	32	364	126	530	414	240	43	45	216	41
PLCL1	27	6	55	93	101	132	251	391	157	123
PLCL2	64	6	155	466	257	1577	633	639	1697	2145
PLCXD1	262	603	963	597	879	2450	383	331	1031	668
PLCXD2	5	11	12	92	72	78	70	25	98	76
PLD1	205	262	527	1256	1848	3359	917	1331	2884	4783
PLD2	300	539	603	2303	1839	1467	577	656	1192	1018
PLD3	2172	5184	8412	16973	7713	8459	6840	6144	7922	6085
PLD4	8	36	251	200	65	131	103	102	388	123
PLD6	41	112	62	495	187	126	178	190	108	71
PLEC	4896	32368	26739	6076	25518	32197	4049	9494	21858	37032
PLEK	658	34	796	2470	259	969	2980	775	2154	2368
PLEK2	1449	659	2494	5722	2255	1179	2491	709	1625	2572
PLEKHA1	497	370	1016	2306	3885	2207	2616	1607	1989	2338
PLEKHA2	546	243	1122	2122	8962	1799	2372	1743	4108	1843
PLEKHA3	195	92	356	973	1155	798	932	673	808	777
PLEKHA4	274	72	937	4479	3724	660	2058	1234	654	729
PLEKHA5	272	370	377	1301	1781	1291	936	873	1572	1351
PLEKHA6	961	4656	2123	2060	6800	13044	2484	2805	11696	10107
PLEKHA7	235	892	846	1102	2958	4240	1528	1102	3479	7237
PLEKHA8	196	148	299	785	1062	532	418	332	609	512
PLEKHA8P1	25	55	32	176	242	65	36	43	90	31
PLEKHB1	285	1640	1255	915	11286	496	2007	999	698	325
PLEKHB2	1441	2448	4169	14453	11768	14604	8737	5406	13231	13137
PLEKHF1	86	46	261	734	271	173	599	235	214	462
PLEKHF2	272	173	449	2464	1597	2231	2072	1093	2364	2899
PLEKHG1	152	150	576	642	1152	1299	647	567	1732	1223
PLEKHG2	212	132	699	888	882	768	610	572	1082	456
PLEKHG3	736	1261	1671	1958	1985	5108	1131	1468	3305	2652
PLEKHG4	97	4521	575	1807	3307	672	192	291	607	358
PLEKHG5	289	1133	915	1015	1292	1100	709	327	903	760
PLEKHG6	497	850	1391	4086	2434	6382	2041	2023	4100	8480
PLEKHG7	4	3	8	29	33	28	18	14	53	23
PLEKHH1	379	1025	542	1953	937	3643	849	762	2955	2821
PLEKHH2	9	18	115	120	114	407	277	329	359	139
PLEKHH3	243	432	436	1286	1328	703	504	436	635	403
PLEKHJ1	1420	4124	3003	3551	5601	7431	4695	2532	6279	7439
PLEKHM1	390	1371	1133	1440	1981	3002	1041	1164	2571	2548
PLEKHM1P	148	344	346	713	871	1164	238	180	727	238
PLEKHM2	427	1816	1854	3261	1914	3083	1916	1754	3108	2568
PLEKHM3	32	26	39	111	129	255	127	140	237	138
PLEKHN1	26	65	126	92	373	17	16	4	19	16
PLEKHO1	336	92	1667	2660	959	1520	9728	5790	1519	2762
PLEKHO2	289	180	1471	2127	1035	999	2048	1423	1300	1956
PLEKHS1	151	760	473	1852	994	231	528	120	303	2305
PLGRKT	235	97	430	1663	1075	1868	2345	1162	2002	2627
PLIN1	12	27	829	83	8	144	270	193	35	40
PLIN2	2250	1872	1828	3392	845	1855	1559	2079	2091	2286
PLIN3	1564	5319	3786	3392	6826	4189	6602	3542	5197	12533
PLIN4	26	35	3016	51	252	1023	2045	3726	111	544
PLIN5	15	40	24	17	154	99	45	42	27	31
PLK1	817	2948	1888	2468	1665	1351	539	592	1831	2974
PLK2	389	73	797	804	567	1050	796	542	791	524
PLK3	351	233	848	1147	559	1034	296	176	374	211
PLK4	127	42	145	930	485	344	286	162	585	673
PLLP	126	157	425	2902	318	871	826	394	1695	166
PLN	123	6	471	392	745	778	12959	7727	310	873
PLOD1	1970	3580	5377	7234	4782	3381	2581	3314	3650	3253
PLOD2	1255	210	1008	3625	4098	6457	2489	2958	5268	8423
PLOD3	2389	16309	8256	10776	14584	4529	2185	2533	4210	4458
PLP2	5375	8243	6720	10725	12918	5013	5884	6157	6035	7740
PLRG1	560	348	719	3044	3514	1894	2344	1571	2296	2673
PLS1	1858	1303	3546	11934	8868	17920	13946	10546	16407	51374
PLS3	660	238	839	2832	2180	644	1486	1492	743	837
PLSCR1	630	453	1848	6402	3897	3276	7774	2883	3658	6950
PLSCR4	119	23	351	707	1153	2009	2426	1604	1653	2894
PLTP	1614	943	4236	1821	3226	2311	4676	4440	2597	2625
PLVAP	1219	7301	3885	3977	3276	3903	1690	4480	5525	3698
PLXDC1	133	173	471	675	358	203	225	377	292	118
PLXDC2	252	39	1510	2074	1227	1849	1243	1979	2150	1662
PLXNA1	593	4507	2108	2791	3713	1592	731	880	1962	1232
PLXNA2	686	2611	1711	1056	1834	8134	933	1641	6756	6614
PLXNA3	784	3307	2028	3727	2269	2118	645	578	1337	1008
PLXNA4	35	9	176	65	145	174	419	155	166	92
PLXNB1	1318	4585	2727	2674	10100	6257	1452	1841	3809	3299
PLXNB2	3181	14936	9936	9521	9605	21078	5873	7636	17370	22070
PLXNB3	25	60	224	36	59	193	320	278	59	24
PLXNC1	100	38	530	1309	276	770	880	425	1119	834
PLXND1	731	2431	2452	3417	1816	2527	1271	2017	2965	1539
PM20D2	280	239	511	2285	3932	1179	2110	872	1802	1543
PMAIP1	95	29	241	1491	719	155	482	98	288	157
PMEL	139	78	69	177	215	146	83	72	140	108
PMEPA1	1371	4172	5731	1332	21380	2072	1545	1263	2775	1422
PMF1	378	430	564	1076	830	971	983	608	1010	798
PMF1-BGLAP	7	13	18	37	64	25	31	15	40	17
PMFBP1	17	87	34	61	146	117	12	15	118	37
PML	790	1549	2486	3809	2441	1863	2682	2015	2333	4187
PMM1	537	410	1138	5073	1047	2528	1417	1346	2011	2187
PMM2	315	244	603	914	1334	1152	1302	569	1356	1143
PMP22	418	255	1739	5432	1520	3083	5524	4939	2786	1656
PMPCA	978	2288	2017	4885	3948	2948	2533	1504	2850	2414
PMPCB	1319	718	1961	6350	4038	3004	3593	2105	2996	2940
PMS1	190	80	172	626	751	407	466	327	460	316
PMS2	47	106	212	750	472	380	278	200	443	340
PMS2CL	52	28	57	262	251	182	118	71	171	118
PMS2P1	73	36	175	834	448	182	286	149	315	188
PMS2P3	31	40	30	106	159	72	61	19	95	48
PMS2P4	12	4	26	109	46	57	77	31	82	45
PMS2P5	0	2	20	102	7	29	18	27	53	9
PMVK	501	1240	937	1071	1445	1728	1919	1254	1837	2035
PNCK	109	9	451	120	70	266	1378	2036	37	113
PNISR	405	362	836	1535	3764	3451	1896	1535	3814	1411
PNKD	1628	2350	1943	3054	8048	6230	3957	2396	5564	3577
PNKP	442	991	907	3523	1844	1639	1005	566	1333	1005
PNLIPRP2	43	8	157	33	12	663	387	112	900	140
PNMA1	255	252	1207	3173	747	1231	2433	3064	1179	1433
PNMA2	117	22	69	123	55	67	199	237	80	99
PNMAL1	34	9	76	41	47	91	271	196	192	34
PNMAL2	1	3	61	26	45	56	85	74	79	40
PNN	848	730	997	3254	3810	3540	1587	1565	4171	2313
PNO1	388	229	477	1814	2153	617	1343	482	712	672
PNP	1850	2244	3092	6695	2165	1880	4434	1848	2594	6349
PNPLA2	1045	2927	3788	6447	8243	6681	2013	2657	5881	5057
PNPLA4	720	641	896	1201	615	1298	783	689	778	985
PNPLA6	997	8572	3149	3164	4678	4856	1992	2088	3821	4611
PNPLA7	41	592	453	327	241	1199	93	299	935	442
PNPLA8	493	155	683	2937	2392	1333	2420	1254	1518	1419
PNPO	350	940	820	2814	1773	1173	1095	676	1271	1324
PNPT1	407	243	517	2511	2466	1388	1301	595	1393	1314
PNRC1	608	290	1107	4260	4286	2810	3704	2458	2731	3253
PNRC2	570	438	1415	4179	4735	4179	5141	3329	5476	6336
POC1A	307	483	478	483	528	470	467	291	619	1160
POC1B	294	316	954	4626	1686	1123	1821	844	1449	1478
POC1B-GALNT4	5	11	6	27	14	14	18	12	22	19
POC5	63	82	265	665	821	322	359	204	367	290
PODN	187	412	1606	537	615	798	1672	2292	803	478
PODNL1	206	114	351	415	257	160	71	49	87	80
PODXL	475	336	1484	5075	3296	1728	1026	1810	3034	1075
PODXL2	566	6672	1002	3399	1133	1077	709	498	1283	934
POF1B	2053	1436	3038	6590	5928	8383	3101	3640	7042	11306
POFUT1	1261	2175	2623	3603	11260	5557	2740	2910	5736	4561
POFUT2	346	659	745	2012	1026	1327	832	576	983	735
POGK	519	1039	936	1569	4512	2579	1503	1297	2563	2184
POGLUT1	194	168	318	1093	1405	1020	924	426	935	582
POGZ	271	1267	875	2487	2576	3332	1434	1701	3418	2613
POLA1	312	328	557	839	1324	685	589	543	1179	1144
POLA2	283	490	512	797	1127	738	983	480	1214	1490
POLB	216	47	289	1132	1063	351	839	293	491	531
POLD1	566	3051	997	2204	1530	1477	636	537	1622	1380
POLD2	2894	4298	3176	6566	5936	3192	3662	1827	3637	4154
POLD3	191	172	403	1176	1033	1271	1583	774	1616	1524
POLD4	392	406	890	1400	1416	2727	1676	1126	2579	2879
POLDIP2	1458	3709	3526	7846	6189	5631	5417	3547	5600	6607
POLDIP3	851	1537	1891	5087	3407	4498	3681	2943	5156	5736
POLE	448	1824	963	1989	1133	3948	928	732	3733	2943
POLE2	105	50	106	463	111	169	339	84	298	357
POLE3	986	653	1619	7052	4857	2277	5083	2134	3362	3322
POLE4	566	590	895	3589	1285	1084	2487	1126	1331	1549
POLG	548	1377	1329	1947	5128	3183	1388	1205	3265	2470
POLG2	111	84	138	910	510	332	214	131	288	163
POLH	79	97	172	442	472	571	313	243	888	449
POLI	48	31	103	565	524	450	452	378	471	263
POLK	103	46	251	480	867	525	1011	570	714	535
POLL	174	680	669	1677	1419	1184	892	727	1029	785
POLM	282	535	642	1091	2008	859	441	383	867	514
POLN	2	5	20	29	22	18	11	7	20	17
POLQ	45	62	108	469	336	251	128	77	385	425
POLR1A	645	1658	1269	2148	3364	2380	1182	1079	3321	2664
POLR1B	306	606	663	1854	2266	801	777	545	1237	946
POLR1C	827	753	784	1931	2133	816	1043	498	843	830
POLR1D	1528	1196	1526	6661	14271	2907	3738	2507	3003	3013
POLR1E	324	342	510	1310	1121	567	846	589	778	632
POLR2A	1355	3409	2940	9674	14792	15761	3873	4730	17437	13931
POLR2B	922	643	1643	7819	6659	4190	4000	2994	5174	5086
POLR2C	1101	1785	2740	8042	5544	2707	4270	2079	3009	3226
POLR2D	550	564	837	3030	2437	1292	1488	666	1322	1270
POLR2E	2001	3971	3988	8199	6799	5810	5475	3855	5664	5305
POLR2G	1261	1274	1621	4528	2465	1455	2293	1174	1814	1727
POLR2H	1306	1861	1616	6303	3442	2839	1944	939	2064	2158
POLR2I	520	3150	946	2526	1218	699	1086	716	761	728
POLR2J	776	854	1201	3245	2529	1612	1646	917	1664	1652
POLR2J3	24	46	110	162	122	119	39	40	69	32
POLR2J4	5	47	24	144	73	84	34	42	95	35
POLR2K	664	175	740	2280	4469	1105	2850	1295	1689	1319
POLR2L	2006	6806	4560	4212	2603	2713	5301	2170	3337	3672
POLR2M	150	31	202	1267	1871	706	1475	924	1238	824
POLR3A	300	829	541	1031	2007	1386	782	672	1460	1088
POLR3B	146	249	215	476	279	604	471	350	778	812
POLR3C	341	731	586	1711	1736	896	894	680	1045	961
POLR3D	389	559	951	1189	971	1164	873	479	1098	832
POLR3E	651	2369	1508	1508	3258	1758	1110	811	1858	1277
POLR3F	149	97	193	600	386	341	582	313	391	366
POLR3G	54	4	23	237	107	62	182	55	114	95
POLR3GL	212	127	361	1068	758	1045	1244	968	1289	899
POLR3H	438	768	961	1162	1101	1333	1099	811	1449	1161
POLR3K	432	1203	865	1409	1079	509	875	400	672	785
POLRMT	815	4274	1810	2658	3538	2778	1053	876	2226	2411
POLRMTP1	5	254	108	93	144	711	52	36	146	86
POM121	262	817	578	2261	2746	2367	915	883	2339	1722
POM121C	277	737	752	1896	2232	2005	788	720	2054	1463
POMGNT1	879	1182	1633	2518	2751	2688	1670	1230	2113	1550
POMGNT2	217	1069	606	864	650	401	705	593	522	412
POMK	15	23	39	131	49	92	39	26	129	56
POMP	1681	960	2171	4580	16284	2904	7197	2513	3200	6020
POMT1	417	1365	878	1655	1407	2093	699	876	1725	1447
POMT2	141	273	355	580	520	830	402	360	791	665
POMZP3	40	60	67	606	475	440	391	312	321	355
PON2	1340	525	3292	3995	7660	3805	3330	1984	3014	4019
PON3	75	34	88	595	47	141	142	45	121	107
POP1	114	169	211	457	517	197	221	131	373	394
POP4	438	533	779	2032	1667	1325	1619	868	1365	1788
POP5	547	854	649	1488	551	819	1096	536	830	864
POP7	703	496	1114	2899	1543	871	1299	683	1008	1071
POPDC2	22	18	351	209	206	354	3210	2228	81	198
POR	1968	6769	6675	7202	5386	6142	2320	2606	5032	5236
PORCN	112	725	286	622	313	223	264	228	262	160
POSTN	3116	44	4459	8303	10113	3593	2985	3558	5968	1673
POT1	284	90	369	2401	974	448	1038	540	725	590
POU2AF1	56	32	193	344	12	1573	674	730	6475	1450
POU2F1	120	227	320	856	1182	841	416	600	1478	1296
POU2F2	39	32	160	431	66	622	328	406	2736	310
POU2F3	14	16	27	69	49	125	20	62	217	144
POU5F1	15	38	60	86	44	155	35	21	78	70
POU5F1B	82	30	99	10	31	29	13	9	23	13
POU6F1	43	79	180	178	271	304	327	372	343	129
PP7080	162	299	465	290	1267	968	420	3057	2494	22156
PPA1	3107	3635	7248	11631	16960	4471	14108	3660	5605	11361
PPA2	912	387	1333	6239	3857	3406	4571	2343	3732	4409
PPAN	73	151	125	398	369	277	137	84	271	221
PPAP2A	321	303	909	1016	1080	3046	2874	2972	2709	4834
PPAP2B	296	373	1109	1638	1406	3490	2194	3139	3261	2809
PPAP2C	2363	10104	3666	7289	9792	2848	2142	1503	2867	4359
PPAPDC1A	104	3	178	117	128	4	45	65	5	5
PPAPDC1B	521	227	738	3291	2783	1736	1871	825	2233	1825
PPAPDC2	207	224	346	703	1411	1186	604	596	1400	1295
PPAPDC3	35	14	96	67	43	86	274	257	75	52
PPARA	354	1034	838	2098	1489	4632	1568	1751	3935	4271
PPARD	654	1256	2139	1624	2960	5758	1475	2120	4063	4741
PPARG	1006	575	798	2265	1658	4502	1675	1853	3641	7217
PPARGC1A	39	132	157	38	634	3144	676	869	2471	1918
PPARGC1B	84	418	326	445	273	3665	765	1018	2049	2520
PPAT	181	157	181	2337	1504	354	537	297	527	457
PPCDC	139	96	185	779	385	462	656	281	634	610
PPCS	566	383	1222	2099	2063	2735	3750	1909	2834	3618
PPDPF	5577	13129	10522	16129	33059	16901	9055	6007	13331	16836
PPFIA1	365	762	944	2175	2918	3308	2030	1356	3333	3423
PPFIA3	361	1451	508	2227	955	1243	474	363	751	1381
PPFIA4	33	48	25	46	41	33	32	36	15	3
PPFIBP1	282	254	669	1967	2020	1642	1825	1810	1513	864
PPFIBP2	500	1120	814	1873	2665	3215	991	929	2947	2122
PPHLN1	547	226	805	3502	4948	1659	2180	1193	2015	1655
PPIA	9324	4724	12777	26805	20199	12825	16380	8356	12441	17882
PPIAP11	7	9	11	28	17	11	25	13	18	20
PPIAP22	112	199	205	1530	1284	856	1795	681	967	1495
PPIAP29	13	113	14	130	103	50	32	43	20	32
PPIB	3601	1579	4183	10729	13261	6457	14622	5637	8800	11810
